Country;BCG_vacc_rates;Mean_Schooling_2018;HDI_2018;Countnum;SCI_KNOWLEDGE;TRUST_GOV;TRUS_SCIENTISTS; TRUST_SCI_ACCURACY;TRUST_SCI;VACCINE_KNOWLEDGE; ATTITUDE_VACC_IMP;ATTITUDE_VACC_EFF;ATTITUDE_VACC_SAFE;CHILDREN_VACC;RELIGION;SCIENCE_CONF_REL;BELIEVE_SCIENCE;WGM_Index;WGM_Indexr;ViewOfScience;Age;Gender;EDUC_LVL;INCOME_HOUSE;CHILD_ALIVE
Nehterlands;;12,2;0,931;15;1,642335766;1,615384615;2,282991202;2,158430233;2,333817126;0,86627907;3,595278246;3,018644068;2,827118644;0,97470489;0,621345029;0,522058824;3,859223301;3,006802721;2,074127907;2,010279001;60,76487663;0,499274311;1,300729927;3,068214804;0,998548621
Nepal;96;4,9;0,574;157;1,07922272;1,948837209;2,094339623;2,216949153;2,289568345;0,867688022;3,881219904;3,495867769;3,647154472;0,959742351;1;0,117737003;2,857142857;3,043956044;2,061151079;1,871589085;41,84281843;0,463414634;0,378561737;3,172086721;0,998644986
Nicaragua;99;6,7;0,658;158;1,174690509;1,166666667;1,435312024;1,817790531;1,812411848;0,951020408;3,919885551;3,689404935;3,731601732;0,976911977;0,95567867;0,367601246;3,083700441;2,62295082;1,690828402;2,446676971;40,69918699;0,387533875;0,747625509;3,082655827;0,995934959
Nigeria;75;2,0;0,532;35;1,137044968;1,379310345;1,945754717;2,067873303;2,036613272;0,910447761;3,870588235;3,345238095;3,703087886;0,950471698;1;0,272511848;11,17699115;2,968992248;2;1,684563758;38,06131078;0,536997886;0,792811839;2,945031712;0,993657505
Niger;87;6,2;0,354;64;0,891840607;2,238239757;2,272881356;2,273666093;2,288161994;0,776298269;3,725352113;3,703374778;3,597806216;0,701388889;1;0,136842105;0,04109589;3,511784512;2,342577488;1,895791583;40,92727273;0,551948052;0,088797814;;0,998701299
Norway;;12,6;0,953;160;1,986807388;2,492455418;2,499300699;2,341789052;2,578666667;0,877470356;3,861861862;3,612612613;3,353383459;0,989096573;0,830463576;0,282679739;2,856287425;3,287234043;2,359893758;1,661764706;60,25789474;0,485526316;1,413746631;3,242105263;0,981578947
NZ;;12,5;0,917;55;1,655969191;1,913612565;2,391796322;2,391979301;2,417425228;0,978205128;3,601583113;3,387399464;3,102702703;0,955645161;0,644736842;0,478841871;8,098522167;3,262626263;2,281653747;1,846666667;65,1596424;0,413793103;1,152759949;3,103448276;0,996168582
Pakistan;86;5,2;0,562;9;0,880199667;1,532019704;1,897163121;1,826548673;1,740674956;0,780715397;3,711065574;3,524109015;3,569037657;0,941883768;1;0,158671587;0,011764706;2,81865285;1,833333333;2,029250457;38,44175492;0,459909228;0,359090909;3,054462935;1
Palestine;;9,1;0,686;39;1,493506494;1,472854641;1,946428571;2,202464789;2,192708333;0,985623003;3,965964344;3,783828383;3,772131148;0,991896272;1;0,443280977;4,28968254;3;1,968978102;2,222222222;42,35623003;0,31629393;1,014376997;3,170926518;1
Panama;99;10,2;0,789;163;1,212538226;0,970496894;1,510779436;1,8125;1,8640625;0,925531915;3,766447368;3,496610169;3,514333895;0,951505017;0,965023847;0,363321799;7,22815534;2,608910891;1,700156986;2,570671378;48,38543247;0,433990895;0,849544073;3,077389985;0,996965099
Paraguay;52;8,4;0,702;164;1,045698925;1,502063274;1,528548124;1,81629393;1,868670886;0,895640687;3,836041359;3,348942598;3,372907154;0,965620329;0,984210526;0,420677362;9,726457399;2,692307692;1,700626959;2,951035782;48,74771242;0,345098039;0,569371728;3,009150327;0,99869281
Peru;81;9,2;0,75;165;1,272058824;0,95045045;1,463607595;1,687898089;1,683624801;0,931686047;3,618897638;3;2,986949429;0,955905512;0,997028232;0,582802548;4,781767956;2,289772727;1,602825746;2,779771615;45,95953757;0,341040462;0,903039074;3,14017341;1
Philippines;61;9,3;0,699;48;1,409722222;2,031767956;1,964336662;2,149359886;2,120171674;0,943526171;3,611764706;3,345642541;3,189552239;0,931851852;0,998628258;0,374120956;8,921052632;3,244541485;2,143669986;1,842485549;45,14403292;0,362139918;0,828532236;2,998628258;0,986282579
Poland;92;12,3;0,865;19;1,719083969;1,601538462;2,187004754;2,148606811;2,212832551;0,897081413;3,651202749;3,550522648;3,447787611;0,963222417;0,99689441;0,511278195;34,35384615;3,123015873;2,116640747;1,768695652;50,29742033;0,443095599;1,101978691;3,047040971;0,995447648
Portugal;21;9,2;0,847;166;1,538950715;1,327948304;2,404958678;2,460162602;2,456451613;0,988888889;3,86035313;3,180272109;3,413570275;0,942528736;0,852988691;0,565922921;11,33712121;3,328767123;2,288709677;2,044925125;50,79047619;0,420634921;1,13015873;3,250793651;0,996825397
Romania;96;11,0;0,811;22;1,502702703;0,894664843;2,221732746;2,220143885;2,263456091;0,959893048;3,727785614;3,480122324;3,199095023;0,944602273;1;0,445337621;20,63059701;3,243801653;2,085137085;2,415841584;57,60263158;0,364473684;0,899603699;3,043421053;0,997368421
Russia;95;12,0;0,816;76;1,505391804;1,686544343;2,157097289;2,103225806;2,147224457;0,933093525;3,340493238;2,896290051;2,4406639;0,961445783;0,969673995;0,509433962;22,2361809;3,012711864;2;1,920105356;53,61752137;0,303418803;1,244476123;2,925925926;0,988603989
Rwanda;97;4,1;0,524;65;0,536862004;2,822416303;2,037422037;2,036885246;2,007952286;0,869565217;3,953333333;3,892976589;3,835051546;0,998327759;0,997105644;0,232793522;2,649122807;3,297435897;2,136546185;1,640384615;41,6167147;0,354466859;0,149855908;2,997118156;0,997118156
Saudi;98;9,5;0,853;5;1,662650602;;2,514666667;2,271505376;2,38;0,966346154;3,805970149;3,571788413;3,568578554;0,970074813;1;;;3,466666667;2,276536313;1,541147132;37,99519231;0,632211538;1,454326923;3,033653846;1
Senegal;83;3,0;0,505;66;1,099457505;1,657848325;1,938579655;1,847826087;1,981096408;0,898972603;3,831417625;3,421471173;3,201195219;0,932;0,998322148;0,233890215;3,06185567;2,977142857;1,885010267;2,004444444;39,81939799;0,526755853;0,380872483;3,190635452;0,986622074
Serbia;98;11,1;0,787;173;1,48;1,553223388;2,0515625;1,893312102;2,027993779;0,977973568;3,59118541;3,326086957;3,14599686;0,986111111;0,991044776;0,534836066;28,68897638;2,893617021;1,855784469;2,128158845;56,18567251;0,410818713;0,982430454;3,135964912;0,99122807
Sierra Leone;95;3,5;0,419;80;0,662992126;2,016058394;1,840206186;1,89279732;1,774140753;0,921787709;3,910060976;3,747678019;3,740797546;0,96941896;1;0,29005059;5,267857143;2,934782609;1,87244898;1,896610169;37,16551724;0,466206897;0,395027624;3,24;0,993103448
Singapore;98;11,5;0,932;28;1,565905097;1,98540146;1,778672032;2,071153846;2,078244275;0,892531876;3,390946502;3,172839506;3,211618257;0,974842767;0,978798587;0,314159292;17,86131387;2,95480226;1,995901639;1,723991507;49,71853147;0,487762238;1,195804196;2,935314685;0,98951049
Slovakia;;12,5;0,855;175;1,327731092;1,39888424;2,057057057;2;1,985380117;0,917251052;3,628482972;3,576985413;3,369354839;0,971875;0,949567723;0,498214286;38,61904762;2,991735537;1,980938416;2,218905473;56,01523546;0,372576177;0,975034674;2,988919668;0,986149584
Slovenia;;12,2;0,896;176;1,736842105;1,082716049;2,340768278;2,162962963;2,325552826;0,903186275;3,52173913;3,208446866;2,965846995;0,969945355;0,745657568;0,382504288;7,103286385;3,052083333;1,991421569;2,038413879;57,48837209;0,462668299;0,981595092;3,100367197;1
South Africa;70;10,1;0,699;45;1,004807692;1,399673736;1,675136116;1,748120301;1,814258912;0,475357711;3,701342282;3,344947735;3,4604811;0,900684932;0,998366013;0,34150613;8,802083333;2,806629834;1,788104089;2,369485294;39,47730829;0,394366197;0,876190476;3,06885759;0,993740219
South Korea;98;12,1;0,903;68;1,408695652;1,626843658;2,02118003;2,167664671;2,186011905;0,885925926;3,138543517;2,989208633;2,700743494;0,963320463;0,574127907;0,673846154;47,59241706;3;1,890881913;1,865912763;59,17774566;0,557803468;1,185238784;2,799132948;0,85982659
Spain;;9,8;0,891;17;1,760904685;1,02306425;2,671521036;2,635179153;2,632183908;0,991961415;3,637987013;3,445350734;3,438110749;0,981937603;0,805194805;0,683544304;16,759375;3,491803279;2,378640777;1,632183908;52,04180064;0,47266881;0,99516129;3,168810289;1
Sri Lanka;99;10,9;0,77;49;1,45443038;1,58490566;2,187406297;2,319268636;2,268326418;0,903990025;3,79944675;3,527859238;3,407042254;0,948753463;1;0,217451524;4,743243243;3,019047619;2,047619048;2,552117264;50,3980344;0,402948403;0,621156212;3,116707617;0,998771499
Sweden;26;12,4;0,933;23;1,848920863;1,767883212;2,435036496;2,444954128;2,442028986;0,984240688;3,739002933;3,386329866;3,00739645;0,974963181;0,66180758;0,232346241;12,36734694;3,124223602;2,186861314;1,849056604;60,40974212;0,459885387;1,481213873;3,12034384;0,992836676
Switzerland;;13,4;0,944;184;1,832822086;2,13446677;2,413416537;2,259083728;2,341384863;0,967840735;3,259141494;3,059390048;2,563812601;0,948136143;0,832298137;0,571129707;22,39694656;3,021126761;2,160186625;1,658615137;56,86717557;0,46870229;1,413846154;3,120610687;0,996946565
Taiwan;;;;69;1,297297297;1,2;1,879310345;1,988679245;2,030612245;0,990049751;3,361486486;2,945299145;2,570446735;0,910169492;0,71641791;0,176904177;19,67605634;2,875647668;1,838041431;2,10805501;54,01652893;0,396694215;1,198347107;3,094214876;1
Tajikistan;99;10,4;0,65;185;1,593625498;;2,507122507;2,454022989;2,660614525;0,952443857;3,898328691;3,860169492;3,796033994;0,893217893;1;0,027739251;16,66666667;3,649180328;2,392241379;1,517973856;43,41644909;0,364229765;1,016971279;3,091383812;0,998694517
Tanzania;99;5,8;0,538;37;0,964529332;2,534170153;2,306358382;2,36661699;2,379044684;0,935656836;3,928263989;3,726346434;3,830924855;0,97826087;0,991967871;0,225352113;7,375;3,37751004;2,303892216;1,801161103;41,562249;0,397590361;0,248995984;3,15394913;0,995983936
Thailand;99;7,6;0,755;51;0,761971831;2,038997214;2,030794165;2,0384;1,992113565;0,804377565;3,866438356;3,724137931;3,733676976;0,971039182;1;0,276292335;38,45070423;2,975806452;1,993067591;1,94765343;52,914361;0,386034256;0,30474934;2,740447958;1
Togo;83;4,8;0,503;187;1,19279661;0,825242718;1,264094955;1,436532508;1,513647643;0,906183369;3,698067633;3,126262626;2,534759358;0,947242206;0,9625;0,364864865;8,257575758;2,153846154;1,349152542;2,40625;38,75102041;0,567346939;0,683778234;3,3;0,993877551
Tunisia;92;7,2;0,735;190;1,283360791;1,34057971;2,099190283;2,097029703;2,13111546;0,899339934;3,685185185;3,417938931;3,391554702;0,979477612;1;0,465696466;17,52995392;3,024691358;1,977642276;2,215568862;49,78861789;0,43902439;0,670473083;3,032520325;0,988617886
Turkey;96;8,0;0,791;8;1,434042553;1,611235955;2,055427252;2,125307125;2,303178484;0,928421053;3,744292237;3,472222222;3,354609929;0,972027972;0,984749455;0,3175;11,37398374;2,72972973;1,831730769;2,158150852;44,19832985;0,446764092;0,826722338;2,826722338;0,995824635
Turkmenistan;99;9,8;0,706;191;1,848142165;;2,113274336;2,098275862;2,123924269;0,932318105;3,722735675;3,676748582;3,689393939;0,994505495;1;0,035874439;56,83333333;3,061349693;2,100519931;1,518828452;44,83572568;0,41307815;1,136;3,149920255;0,995215311
UAE;95;10,8;0,863;193;1,813278008;;2,149681529;2,321513002;2,375886525;0,8125;3,778920308;3,526595745;3,515544041;0,981958763;1;0,35952381;10,88356164;3,436619718;2,295392954;1,659367397;40,27385892;0,695020747;1,645093946;3,049792531;1
Uganda;96;6,1;0,516;41;1,41506647;1,751515152;1,915151515;1,950995406;2,02143951;0,867791842;3,85203252;3,410509031;3,504950495;0,973898858;1;0,437106918;7,281021898;3,079787234;1,926791277;1,950844854;36,11281337;0,409470752;0,559274756;3,132311978;0,995821727
UK;;12,9;0,922;12;1,807971014;1,432234432;2,418215613;2,537477148;2,524770642;0,972677596;3,651600753;3,516129032;3,150190114;0,959692898;0,706642066;0,494413408;14,79545455;3,20212766;2,31809872;1,642857143;52,35688406;0,47826087;1,378870674;3,052536232;0,992753623
Ukraine;90;11,3;0,751;77;1,722151088;0,583333333;2,090361446;2,074858757;2,093617021;0,978064516;3,372789116;2,769774011;2,299132948;0,971034483;0,955901427;0,518292683;26,98312236;2,981308411;1,932394366;1,813114754;52,72166247;0,318639798;1,313997478;2,987405542;0,98488665
Uruguay;98;8,7;0,804;194;1,124675325;1,23878628;2,099540582;2,168316832;2,18041958;0,968992248;3,767379679;3,282401091;3,264305177;0,967611336;0,777173913;0,453974895;14,27142857;2,911330049;2,024566474;2,334328358;53,02967742;0,35483871;0,742894057;3,277419355;0,997419355
USA;;13,4;0,924;1;2,039944904;1,474431818;2,344332855;2,404624277;2,466666667;0,976616231;3,600282486;3,406827881;3,080114449;0,967048711;0,908689249;0,606164384;6,504322767;3,120218579;2,141414141;1,699857752;59,13049451;0,495879121;1,465373961;3,333791209;0,997252747
Uzbekistan;96;11,5;0,71;195;1,511979823;2,884711779;2,632760898;2,611764706;2,709021601;0,925598991;3,927297668;3,846896552;3,74479889;0,9527121;0,998740554;0,60620155;17,78645833;3,65034965;2,521220159;1,525179856;44,89900249;0,317955112;1,028678304;3,091022444;1
Venezuela;92;10,3;0,761;32;1,14552737;1,096205962;1,673611111;2,061884669;2,001396648;0,930574099;3,932568149;3,786127168;3,731104651;0,973988439;0,961702128;0,382945736;6,506122449;2,851282051;1,847856155;2,344927536;45,60319574;0,336884154;0,846870839;;0,998668442
Vietnam;95;8,2;0,694;50;0,751152074;;1,738181818;1,800865801;1,792016807;0,5203125;3,657575758;3,422680412;3,083067093;0,941896024;0,490284006;0,093617021;35,77272727;2,843575419;1,786995516;2,026266417;44,9461326;0,494475138;0,679166667;2,96961326;0,995856354
Yemen;64;3,0;0,452;197;1,005830904;1,189681335;1,721153846;1,944444444;1,998275862;0,995821727;3,748579545;3,559815951;3,607142857;0,980364656;1;0,159474672;5,880952381;2,93258427;1,940647482;1,978609626;38,79305556;0,491666667;0,485396384;3,1;0,997222222
Zambia;91;7,0;0,588;67;1,296360485;1,851851852;1,784708249;1,763313609;1,84086444;0,835034014;3,797959184;3,402953586;3,36875;0,973251029;0,996592845;0,511627907;5,229007634;2,917241379;1,820866142;1,988394584;36,43147208;0,426395939;0,739795918;3,160744501;0,99323181
Zimbabwe;95;8,1;0,535;81;1,187239945;1,726752504;1,946202532;1,931677019;2;0,908587258;3,856707317;3,732006126;3,573643411;0,964285714;0,991643454;0,266968326;23,23295455;3,032786885;1,915902141;1,775263952;41,14305177;0,348773842;0,753424658;3,166212534;0,978201635
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
