CountryID,Country,HDI_2018,Mean_Schooling_2018,Know_abt_Sci_Q1,Understand_Sci_Q2,Disease_Sci_Q3,Poetry_Sci_Q4,LearnSci_Prim_Q5A,LearnSci_Sec_Q5B,LearnSci_Uni_Q5C,Sci_try_Inform_Q6,Health_try_knowMore_Q7,Sci_want_knowMore_Q8,Health_want_knowMore_Q9,Conf_NGOs_Q10A,Conf_Hosp_10B,Trust_Ppl_Q11A,Trust_Govt_Q11B,Trust_Scientists_Q11C,Trust_Journos_Q11D,Trust_Doctors_Q11E,Trust_NGOs_Q11F,Trust_Healers_Q11G,Trust_Science_Q12,Trust_Sci_Accuracy_Q13,Trust_UniScientists_Benefit_Q14A,Trust_UniScientists_Open_Q14B,Trust_CompnyScientists_benef_Q15A,TrustCompnyScientists_Open_Q15B,Scientists_benef_Q16,Scientists_benefYou_Q17,SciTech_improv_Q18,SciTech_Jobs_Q19,Trust_who_Q20,Trust_med_country_Q21,Trust_NursDocs_country_Q22,Vaccn_Knowledge_Heard_Vaccn_Q23,Vaccn_Knowledge_Child_Q24,Vaccn_RiskPercep_Q25,Vaccn_Knowledge_Effktv_Q26,Have_Child_Q27,Accept_Vaccn_4Child_Q28,Religion_D1,SciRelig_disag_Q29,Sci_Relig_choose_Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
26,Iran,0.798,9.8,2.56982670744139,2.83417085427136,1.06878850102669,1.6725755995829,1.84891304347826,1.84072022160665,1.59158415841584,1.445,1.66467065868263,1.85314685314685,1.94322709163347,1.63035495716034,1.71428571428571,3.17030114226376,2.85152838427948,3.48467650397276,2.65365853658537,3.19544984488108,2.81984036488027,2.80968468468468,3.38773006134969,3.4636251541307,3.11428571428571,2.88324873096447,2.85789473684211,2.72920353982301,2.17130144605117,1.71474019088017,1.91789473684211,2.59792626728111,2.74409044193217,3.22398190045249,3.30266075388027,1.93706293706294,4.7937701396348,1.8669623059867,4.48924731182796,1.80026281208936,1.99677419354839,2,1.24735729386892,1.51123595505618,3.20057400573678,2.18081180811808,2.04739884393064,41.1671641791045,2.06081754735793,1.5134328358209,2.03880597014925,1.31840796019901,3.22885572139303,13,1.54654654654655,3,4.16019900497512
28,Singapore,0.932,11.5,2.6636546184739,2.87424547283702,1.02464065708419,1.87956989247312,1.97040816326531,1.96149732620321,1.69464544138929,1.49149149149149,1.55310621242485,1.64729867482161,1.7606490872211,1.72739361702128,1.96849593495935,2.98055271238485,3.03466386554622,2.85533869115959,2.5372460496614,3.44567404426559,2.66480446927374,2.34216335540839,3.19698600645856,3.16756756756757,3.08466819221968,2.98325358851675,2.965075669383,2.91438763376932,2.36899563318777,1.88659793814433,1.9625550660793,2.60726846424385,2.93353474320242,3.39876033057851,3.48733535967579,1.88493723849372,4.37425506555423,1.82530120481928,4.1145584725537,1.551,1.9748427672956,1.96963562753036,1.28515625,1.76162790697674,3.02418375094989,2.06492027334852,1.67840375586854,43.226,2.117,1.486,2.21021021021021,2,3.234,11,2.31408308004053,4,2.69
29,Japan,0.909,12.8,2.26673326673327,2.786,1.07510288065844,1.8146186440678,1.80688935281837,1.90345528455285,1.31689401888772,1.31931931931932,1.64935064935065,1.55825734549139,1.8048048048048,1.50481927710843,1.89112050739958,3.03102378490176,2.43496801705757,3.11858974358974,2.46652267818575,3.18743667679838,2.74339207048458,2.42316513761468,3.10960334029228,3.04726100966702,2.98488120950324,3.0814332247557,2.9968152866242,3.16381156316917,2.17023554603854,1.67462039045553,1.92893923789907,2.05072463768116,2.55974842767296,2.73020833333333,3.15283400809717,1.94205794205794,3.86069114470842,2.65689467969598,3.72707423580786,1.69820717131474,1.92319749216301,1.32962588473205,1.2801724137931,1.24,3.04434585943006,2.03966597077244,2.10783200908059,55.5677290836653,2.53140578265204,1.4691235059761,2.18875502008032,1.40280561122244,3.15239043824701,10,2.17961654894046,4,3.18027888446215
30,China,0.752,7.8,2.09099099099099,2.06309341500766,1.07278582930757,1.65403859899929,1.72073170731707,1.78805175038052,1.40576323987539,1.28651685393258,1.39959373186303,1.75329341317365,1.81104907434617,1.73458621826574,1.81297134238311,3.31803751803752,NA,3.36936936936937,2.95189246551114,3.13414998506125,2.94228045325779,3.07930367504836,3.30141287284144,3.18930330752991,3.16563071297989,3.10326744655103,3.03898492092681,2.96635963155787,2.59576485461441,1.85854430379747,1.9562874251497,2.75973154362416,2.79353624097898,3.16500311915159,3.17374045801527,1.90205011389522,4.57580593680179,1.83251553810926,4.32872655478776,1.81638805152096,1.89668927004388,NA,NA,NA,3.17474566127899,2.17881508078995,1.50289410963568,46.4853384488901,2.26905089408528,1.53110441216772,1.37506879471657,1.22718553028227,2.90326116744314,10,1.739336492891,3,3.3548917511647
31,India,0.64,6.4,2.27945301542777,2.48196147110333,1.21562245728234,1.76114922813036,1.77507105156313,1.66494603472548,1.27895694360218,1.14958448753463,1.24723374827109,1.38698390482855,1.53113175094599,1.61393442622951,1.88602442333786,3.19250083696016,3.11584327086882,3.31575144508671,3.01696138578131,3.58912386706949,2.90357408786299,2.25904977375566,3.12004365223718,3.15057771151696,2.98259553537647,2.97397047397047,2.98050243719535,2.96036937283571,2.30104712041885,1.75038109756098,1.8726213592233,2.60232278734481,2.73312883435583,3.24716006884682,3.33893653516295,1.91324974584886,4.85996275605214,1.18035245594301,4.8195856873823,1.87905236907731,1.92485846628924,2,1.19683794466403,1.5748031496063,3.07978000247201,2.0845383759733,1.88081861958266,38.183,1.91633333333333,1.42633333333333,1.46811352253756,1.12666666666667,3.13233333333333,12,1.6505376344086,2,3.606
32,Venezuela,0.761,10.3,2.17452357071214,2.79919678714859,1.06788247213779,1.62680412371134,1.79589743589744,1.81400437636761,1.44360902255639,1.28442211055276,1.53907815631263,1.85222672064777,1.9049049049049,1.43105446118192,1.48626653102747,2.56626506024096,2.00408163265306,2.62982273201251,2.49025641025641,2.91374122367101,2.37012987012987,1.86238532110092,3.00315457413249,3.04545454545455,2.7534983853606,2.60260586319218,2.70828961175236,2.61645299145299,1.86548488008342,1.62962962962963,1.84842105263158,2.57302118171683,2.72063492063492,2.5139896373057,2.94268167860798,1.90070210631896,4.92427616926503,1.31644144144144,4.74103139013453,1.747,1.97398843930636,1.95005313496281,1.3936170212766,1.82352941176471,2.74749999999687,1.825,2.33116178067318,42.083,2.036,1.632,1.87787787787788,1.419,NA,8,1.39616935483871,3,3.707
33,Brazil,0.759,7.8,1.95879396984925,2.63902932254803,1.04892966360856,1.59811122770199,1.79852320675105,1.70843989769821,1.21412803532009,1.17635270541082,1.37111334002006,1.66767676767677,1.79090909090909,1.62473347547974,1.63664278403275,2.51321138211382,1.56578947368421,2.66176470588235,2.49329205366357,2.92547834843907,2.5635987590486,1.60681114551084,2.81525241675618,2.8531914893617,2.84533898305085,2.53273137697517,2.8215811965812,2.54463276836158,1.82718651211802,1.56806002143623,1.8169014084507,2.37301587301587,2.55205047318612,2.74166666666667,2.90309278350515,1.95090180360721,4.81779661016949,1.63870967741935,4.37596471885336,1.743,1.96732954545455,1.95715778474399,1.47156398104265,1.88115942028986,2.74808570424974,1.81032665964173,2.4742041712404,44.619,2.16716716716717,1.559,1.6355421686747,1.522,3.087,8,1.75202429149798,3,3.84
34,Mexico,0.774,8.6,2.17054263565891,2.94476744186047,1.16388616290481,1.61693548387097,1.77386934673367,1.81072210065646,1.50546448087432,1.2906976744186,1.45736434108527,1.74066797642436,1.83949416342412,1.34375,1.71917808219178,2.68328445747801,2.04019607843137,2.87074148296593,2.51178781925344,3.16618075801749,2.32251521298174,1.69765166340509,2.96523517382413,2.97887323943662,2.81132075471698,2.74847250509165,2.72981056829511,2.64271255060729,1.8894523326572,1.68559837728195,1.83116883116883,2.63920750782065,2.82982982982983,2.9190243902439,3.11730205278592,1.92919495635306,4.85266457680251,1.45493107104984,4.57911392405063,1.62379110251451,1.97491638795987,1.93871297242084,1.41394825646794,1.64615384615385,2.82493425378008,1.85009861932939,2.26343519494204,39.2088974854932,1.89417475728155,1.59574468085106,1.9100580270793,1.47582205029014,3.11798839458414,6,1.72594752186589,3,3.30077369439072
35,Nigeria,0.532,2,2.27603640040445,2.6579476861167,1.03430353430353,1.64325529542921,1.82298136645963,1.81380065717415,1.50996015936255,1.31079717457114,1.39738430583501,1.87794871794872,1.89616935483871,1.69293163383546,1.77442094662638,2.77721774193548,2.28818737270876,2.91459459459459,2.73706441393875,3.09236947791165,2.79766081871345,2.56553147574819,3.04670912951168,3.07700421940928,2.98076923076923,2.87597765363128,3.05702217529039,2.92937219730942,2.3251282051282,1.85952133194589,1.95715778474399,2.81899441340782,2.93535353535354,3.04471544715447,3.22736418511066,1.83333333333333,4.82624544349939,1.36319018404908,4.27294981640147,1.467,1.95047169811321,2,1.29694323144105,1.98809523809524,2.97953986652792,2.00948366701791,1.72602739726027,32.435,1.60201005025126,1.387,1.87,1.327,3.386,5,1.52917505030181,2,2.985
36,Kenya,0.59,6.5,2.64989939637827,2.62020202020202,1.09937888198758,1.74474789915966,1.95736040609137,1.78146453089245,1.26815642458101,1.43486973947896,1.62124248496994,1.89568706118355,1.91591591591592,1.71911298838437,1.74288617886179,2.85196374622356,2.74387755102041,2.8303664921466,2.9478527607362,3.07777777777778,2.72765072765073,2.02655771195097,2.96355841371919,2.89116379310345,2.84175084175084,2.72261072261072,2.83590308370044,2.70608108108108,2.17731958762887,1.80510204081633,1.92973523421589,2.73416407061267,2.94624746450304,3.125,3.10548086866598,1.91391391391391,4.85729967069155,1.36434108527132,4.51662971175166,1.618,1.97363796133568,1.99899193548387,1.50259605399792,1.88444444444444,2.82590404583136,1.84854994629431,1.87538940809969,32.667,1.55521783181358,1.498,1.77354709418838,1.192,3.164,1,1.52424242424242,2,2.851
37,Tanzania,0.538,5.8,2.10659898477157,2.47971602434077,1.10455486542443,1.73482428115016,1.87920168067227,1.47513812154696,1.10277324632953,1.177,1.37037037037037,1.87223340040241,1.91683366733467,1.61744186046512,1.80392156862745,3.16582406471183,3.49163179916318,3.29032258064516,3.33019853709509,3.44887525562372,2.80337078651685,1.57551020408163,3.38261851015801,3.33663366336634,3.25057736720554,3.17874396135266,3.18607305936073,3.12745098039216,2.34171907756813,1.79050567595459,1.91762252346194,2.76508620689655,2.82441977800202,3.47907949790795,3.47138397502601,1.93693693693694,4.9186295503212,1.20258620689655,4.68295331161781,1.741,1.97826086956522,1.993,1.28854166666667,1.89230769230769,3.25084434654846,2.26982378854626,1.79552715654952,36.452,1.79718875502008,1.573,1.331,1.244,3.223,1,1.64859437751004,1,3.201
38,Israel,0.903,13,2.48003992015968,3.37810945273632,1.04610655737705,1.85892116182573,1.84284284284284,1.78163265306122,1.62121212121212,1.40357852882704,1.51391650099404,1.66975308641975,1.72375127420999,1.53931339977852,1.82030456852792,2.99197592778335,2.71613545816733,3.20525783619818,2.46646646646647,3.37213930348259,2.82222222222222,2.82776617954071,3.22064777327935,3.17365269461078,3.28093306288032,3.10031023784902,2.93718338399189,2.92554291623578,2.38012295081967,1.82295081967213,1.90631578947368,2.24645583424209,2.59465020576132,3.08132530120482,3.31772908366534,1.98910891089109,4.6531914893617,1.80413492927095,4.38592750533049,1.93146853146853,1.97072419106317,1.9740777666999,1.75614973262032,1.44463087248322,3.1388331661655,2.16950852557673,1.76829268292683,40.4841584158416,1.97821782178218,1.50594059405941,2.30128840436075,1.62673267326733,3.22574257425743,13,1.93806193806194,4,2.63762376237624
39,Palestinian Territories,0.686,9.1,2.54081632653061,3.05236656596173,1.08376963350785,1.70203644158628,1.97916666666667,1.92866756393001,1.55791962174941,1.35045317220544,1.56770310932798,1.73737373737374,1.81809045226131,1.44393063583815,1.52317198764161,2.92581300813008,2.43956043956044,2.97149938042131,3.00112107623318,2.92166836215666,2.47926267281106,2.94473963868225,3.20565832426551,3.19031903190319,2.95047169811321,2.74039735099338,2.77830750893921,2.58692810457516,2.04912663755459,1.64732650739477,1.79685863874346,2.54835164835165,2.87590486039297,3.0270551508845,3.07556935817805,1.98598598598599,4.96138211382114,1.25952626158599,4.76373056994819,1.85402455661664,1.99189627228525,2,1.4468085106383,1.93963254593176,2.93379844961279,1.96976744186047,2.24324324324324,37.4,1.832,1.635,2.012,1.755,3.101,13,1.59574468085106,2,4.786
40,Ghana,0.592,7.1,2.47906026557712,2.70070778564206,1.04407135362015,1.68187274909964,1.97120708748616,1.90416666666667,1.43316831683168,1.25891946992864,1.37018255578093,1.70744138634047,1.80769230769231,1.69690501600854,1.84088620342397,2.90581162324649,2.86294416243655,3.06115879828326,2.9989604989605,3.29376257545272,2.93619246861925,2.89949748743719,3.10895361380798,3.10554951033732,3.10276243093923,3.07142857142857,3.10206297502714,3.054704595186,2.29089026915114,1.82426778242678,1.92275132275132,2.66522210184182,3.05188199389624,3.19072164948454,3.32061855670103,1.72708757637475,4.81073446327684,1.40798858773181,4.64153627311522,1.459,1.93351800554017,1.99696356275304,1.36078886310905,1.93031358885017,3.08596300326442,2.11099020674646,1.80997876857749,31.787,1.55220883534137,1.433,1.84592145015106,1.64,3.294,5,1.60222672064777,2,3.215
41,Uganda,0.516,6.1,2.48898216159496,2.50413223140496,1.03118503118503,1.45764576457646,1.95168067226891,1.76279650436954,1.35087719298246,1.45197168857432,1.62386248736097,1.93467336683417,1.96690070210632,1.63646170442287,1.56494845360825,3.0354609929078,2.65376344086022,2.92158968850698,3.02118644067797,3.13905930470348,2.75402792696026,1.57544224765869,3.03575297941495,2.96840958605664,2.96292134831461,2.78947368421053,2.9222972972973,2.82113821138211,2.09639830508475,1.79623824451411,1.90918918918919,2.65692640692641,2.81603288797533,3.0894901144641,3.24974093264249,1.84274193548387,4.85011990407674,1.52554744525547,4.29347826086957,1.71,1.97389885807504,2,1.46376811594203,1.77922077922078,2.90735883424809,1.9344262295082,1.95232936078006,32.08,1.57587939698492,1.54,1.61022044088176,1.072,3.251,1,1.28305785123967,1,3.218
42,Benin,0.515,3.6,2.52342857142857,2.34989200863931,1.21666666666667,1.38600451467269,1.72077922077922,1.68901734104046,1.20684931506849,1.42871900826446,1.4979633401222,1.88028895768834,1.90365111561866,1.57239057239057,1.65473684210526,2.35238095238095,2.38555555555556,2.43057176196033,2.45997745208568,2.58982683982684,2.31786542923434,2.2582056892779,2.63515016685206,2.66127167630058,2.47579693034238,2.40246913580247,2.47966507177033,2.44950738916256,1.94693396226415,1.66889632107023,1.8945652173913,2.80641592920354,2.79081015719468,2.70353477765108,2.73648648648649,1.81790437436419,4.70983810709838,1.79145728643216,4.45558375634518,1.646,1.80232558139535,1.99056603773585,1.36277974087161,1.61267605633803,2.49660023446659,1.63774912075029,2.19853836784409,32.873,1.56102564102564,1.342,1.56710393541877,1.289,3.262,5,1.42751322751323,1,3.924
43,Madagascar,0.519,6.1,1.93285123966942,2.32747933884298,1.20833333333333,1.475,1.55954825462012,1.50928961748634,1.07556675062972,1.11065989847716,1.25025227043391,1.8625641025641,1.93434343434343,1.69594594594595,1.71741397288843,2.86516853932584,2.22170361726955,2.53737113402062,2.67687074829932,2.88631578947368,2.64833906071019,2.42841993637328,2.73224679860303,2.75062972292191,2.60303413400759,2.51658163265306,2.67587034813926,2.58186397984887,1.78205128205128,1.53448275862069,1.81361607142857,2.74547511312217,2.52296450939457,2.65906362545018,2.94456762749446,1.84252758274824,4.75775656324582,1.56204379562044,4.63170731707317,1.773,1.93384615384615,1.9234693877551,1.2797619047619,1.87391304347826,2.62056870070859,1.70983810709838,2.55234657039711,36.204,1.799,1.544,1.38916750250752,1.29,3.244,1,1.39532520325203,1,3.19
44,Malawi,0.477,4.5,1.83975026014568,1.88830897703549,1.25909592061742,1.49615806805708,1.78292939936776,1.48262548262548,1.08150470219436,1.19593908629442,1.29685916919959,1.79859013091641,1.85267406659939,1.68574514038877,1.74869655891554,2.77003121748179,2.83919062832801,2.88261351052049,3.05235042735043,3.27338877338877,2.78384279475983,1.75210084033613,2.97703788748565,2.92609182530795,2.87799315849487,2.80923450789793,3.01116071428571,2.87384259259259,2.18557794273595,1.72870662460568,1.79699248120301,2.64082969432314,2.88205128205128,3.47648902821317,3.48175182481752,1.88577154308617,4.92063492063492,1.19058553386912,4.81114903299204,1.743,1.98527245949926,1.99697580645161,1.26923076923077,1.94893617021277,2.89570902393923,1.93591160220994,1.98274002157497,34.717,1.70040080160321,1.639,1.38950554994955,1.183,3.16,1,1.40184049079755,1,4.326
45,South Africa,0.699,10.1,2.08748728382503,2.45102040816327,1.11392405063291,1.69574468085106,1.76554536187564,1.64516129032258,1.18018018018018,1.25126135216953,1.4062186559679,1.79776422764228,1.89558232931727,1.5593419506463,1.6953781512605,2.53760162601626,2.36853220696938,2.69988545246277,2.45038167938931,3.15266393442623,2.441483198146,2.00321888412017,2.79216152019002,2.78028503562945,2.78075517661389,2.53976531942634,2.71411042944785,2.50645994832041,1.83054626532887,1.5939524838013,1.89600840336134,2.61521972132905,2.81230769230769,2.93813273340832,3.05837837837838,1.43031536113937,4.6873508353222,1.59213759213759,4.30075187969925,1.631,1.90068493150685,1.99789473684211,1.34675615212528,1.76595744680851,2.71311890838246,1.77543859649123,2.40552995391705,35.105,1.70362903225806,1.535,1.90466531440162,1.349,3.195,4,1.54878048780488,3,4.35
46,Canada,0.926,13.3,2.89525691699605,3.61683168316832,1.01984126984127,1.87872763419483,1.88711288711289,1.93439363817097,1.62753468516542,1.58061325420376,1.73392680514342,1.76488095238095,1.84470820969337,1.77986725663717,1.8625641025641,3.3248730964467,2.781,3.42695473251029,2.88574317492417,3.55841584158416,3.06045081967213,2.56599552572707,3.53991596638655,3.44582043343653,3.32197802197802,3.01098901098901,2.77705627705628,2.62870159453303,2.40886203423968,1.88675429726997,1.93006993006993,2.50267379679144,3.07363184079602,3.18829787234043,3.61283851554664,1.97924901185771,4.5756345177665,1.80408163265306,4.32686414708887,1.65513833992095,1.96744186046512,1.70654396728016,1.47303543913713,1.29962546816479,3.20584886128468,2.23084886128364,1.6758691206544,51.846837944664,2.42292490118577,1.49703557312253,2.40575396825397,1.60839160839161,3.22134387351779,7,2.38661338661339,4,3.3201581027668
47,Australia,0.939,12.9,2.71342685370741,3.38014042126379,1.01603206412826,1.9047619047619,1.77033985581874,1.8695652173913,1.31767337807606,1.43956043956044,1.61838161838162,1.57530120481928,1.75475475475475,1.63864628820961,1.88888888888889,3.41386340468909,2.47064777327935,3.44656084656085,2.60184237461617,3.66633165829146,3.01745379876797,2.47505197505198,3.4979797979798,3.481444332999,3.38477157360406,3.0609243697479,2.95660948536831,2.74619289340102,2.45720040281974,1.86266531027467,1.92723492723493,2.41209406494961,3,3.24646464646465,3.69069069069069,1.98003992015968,4.76428571428571,1.56935817805383,4.62371134020619,1.74376869391825,1.9674355495251,1.64604462474645,1.51438240270728,1.38188976377953,3.26392235609237,2.28112449799197,1.66769230769231,62.2741774675972,2.73380566801619,1.56331006979063,2.32225579053374,1.76976976976977,3.01395812562313,18,2.39637826961771,4,4.05782652043868
48,Philippines,0.699,9.3,2.49142280524722,2.38686868686869,1.1745867768595,1.54070981210856,1.93004115226337,1.96883468834688,1.9375,1.18604651162791,1.35376884422111,1.83383685800604,1.91191191191191,1.73053278688525,1.85297079556898,3.05020080321285,3.04020100502513,2.99482401656315,3.11010101010101,3.42184368737475,3.00304568527919,2.5281124497992,3.15511892450879,3.17956656346749,3.19709543568465,3.03680336487907,3.21770833333333,3.10520833333333,2.27525773195876,1.79731127197518,1.91762252346194,2.76210526315789,2.63636363636364,3.25813008130081,3.41033434650456,1.93875502008032,4.58665231431647,1.81967213114754,4.32467532467532,1.709,1.93185185185185,1.999,1.38619979402678,1.82267441860465,3.1288269693839,2.15892672858617,1.83210912906611,40.353,1.989,1.593,1.877,1.374,3.022,11,1.61261261261261,2,3.813
49,Sri Lanka,0.77,10.9,2.50646950092421,2.72,1.06511627906977,1.75708502024291,1.52808988764045,1.70456663560112,1.05544747081712,1.24862888482633,1.44029170464904,1.78145087235996,1.87704918032787,1.56,1.89906542056075,3.11689497716895,2.58747514910537,3.14923747276688,2.8988988988989,3.41552511415525,2.61789473684211,3.26503759398496,3.27967806841046,3.2974358974359,2.91967403958091,2.84404924760602,2.74941176470588,2.73243243243243,1.91375545851528,1.52294557097118,1.89931573802542,2.74128827877508,3.15341959334566,3.47733580018501,3.5720887245841,1.88472095150961,4.77800829875519,1.61522198731501,4.50384193194292,1.81768558951965,1.94875346260388,2,1.21233569261881,1.83783783783784,3.00741971207087,2.01993355481728,2.46737841043891,45.5049594229035,2.20739404869252,1.55545536519387,1.65884476534296,1.19927862939585,3.1605049594229,12,1.79398359161349,2,4.13615870153291
50,Vietnam,0.694,8.2,1.78810810810811,1.86031042128603,1.304396843292,1.80582524271845,1.65397170837867,1.58323494687131,1.21027287319422,1.14989939637827,1.33600802407222,1.42535787321063,1.62134944612286,1.63103448275862,1.83040330920372,2.95548654244306,NA,2.70890840652447,2.41803278688525,3.05925155925156,2.61793611793612,2.47940503432494,2.74641833810888,2.76070901033973,2.74732006125574,2.61274509803922,2.67180277349769,2.63166397415186,2.12820512820513,1.74087161366313,1.91730981256891,2.67839805825243,2.71443193449335,3.07119021134594,3.31683168316832,1.48514851485149,4.62672811059908,1.94390243902439,4.34536082474227,1.70652173913043,1.94189602446483,1.50324675324675,1.10315186246418,1.27777777777778,2.70937972768986,1.7624810892587,2.03660130718954,40.2786561264822,1.9802371541502,1.45454545454545,1.78472222222222,1.45355731225296,3.15513833992095,11,2.03283582089552,2,3.61758893280632
51,Thailand,0.755,7.6,1.91728525980912,2.39029535864979,1.16121212121212,1.6267029972752,1.73707370737074,1.68289085545723,1.31237721021611,1.13431269674711,1.4340206185567,1.42529989094875,1.74870197300104,1.54670750382848,1.91290983606557,2.88659793814433,3.02623294858342,3.0734055354994,2.9291754756871,3.53083923154702,2.79452054794521,2.78181818181818,3.0377358490566,3.07134363852557,3.02557544757033,2.85909712722298,2.84675324675325,2.73835616438356,2.22864019253911,1.83291457286432,1.92253521126761,2.60641025641026,2.94314720812183,3.04385026737968,3.47706422018349,1.80515463917526,4.84041184041184,1.30659767141009,4.70519480519481,1.751,1.97103918228279,2,1.27792207792208,1.56666666666667,2.98409186683944,2.00758533501896,1.93035479632063,48.941,2.353,1.588,1.44944944944945,1.325,2.984,11,1.76476476476476,3,3.251
52,Cambodia,0.582,4.8,1.82288228822882,2.18885448916409,1.17702227432591,1.5296343001261,1.63737623762376,1.83106267029973,1.63265306122449,1.15837563451777,1.45408678102926,1.7752808988764,1.89357429718876,1.76609724047306,1.86608122941822,2.88095238095238,NA,2.90962962962963,2.86845637583893,3.20670391061453,2.93415637860082,2.7767955801105,3.08260105448155,3.13588850174216,3.04743083003953,2.90716180371353,2.94004282655246,2.87965616045845,2.08152173913043,1.73076923076923,1.92636579572447,2.87581699346405,2.71875,3.33509933774834,3.29242819843342,1.88933601609658,4.75170842824601,1.52280701754386,4.5550405561993,1.8,1.88795518207283,2,1.26348039215686,1.85074626865672,3.01683467741331,2.02016129032258,2.03892215568862,40.698,2.024,1.659,1.10431293881645,1.104,3.015,11,1.67679837892604,2,3.727
53,Laos,0.601,5.2,1.94749403341289,2.20271800679502,1.07740324594257,1.44414535666218,1.60366552119129,1.6231884057971,1.23973727422003,1.18557794273595,1.4201244813278,1.76642335766423,1.84631147540984,1.39142461964039,1.85519412381952,2.79261672095548,NA,2.95628415300546,2.9568345323741,3.36881720430108,2.82752902155887,2.77716794731065,3.02575107296137,3.0922619047619,3.14852941176471,3,2.9833836858006,2.94045801526718,2.4119804400978,1.87734668335419,1.9738933030647,2.87135922330097,2.73089343379978,3.40235294117647,3.45601851851852,1.57889009793254,4.82732447817837,1.325,4.70275590551181,1.79020979020979,1.91822429906542,2,1.25920873124147,1.60493827160494,3.04684287811747,2.06461086637298,1.61975642760487,39.3916083916084,1.952,1.54745254745255,1.54154154154154,1.27972027972028,3.1978021978022,11,1.77057613168724,2,2.69230769230769
54,Myanmar,0.578,4.9,1.882096069869,2.00511247443763,1.1825876662636,1.65085158150852,1.73902728351127,1.84060721062619,1.23853211009174,1.05983772819473,1.23084677419355,1.64379414732593,1.86231155778894,1.51187648456057,1.91528925619835,3.06836734693878,3.51630434782609,3.29383313180169,3.02117061021171,3.47776628748707,2.73220747889023,2.67152466367713,3.38717339667458,3.48356807511737,3.35697940503433,3.17799752781211,3.25688073394495,3.11138310893513,2.38816568047337,1.80389908256881,1.94486486486486,2.92937219730942,2.87748691099476,3.52150537634409,3.53444676409186,1.97697697697698,4.85169927909372,1.31827731092437,4.73922187171399,1.89634864546525,1.91767881241565,2,1.15747126436782,1.93023255813953,3.30892179194761,2.30296127562642,1.78175092478422,43.283,2.138,1.5,1.318,1.31,3.153,11,1.99395770392749,2,3.506
55,New Zealand,0.917,12.5,2.69909729187563,3.35064935064935,1.02318548387097,1.8911704312115,1.79040667361835,1.8994923857868,1.28390804597701,1.42,1.58858858858859,1.55623100303951,1.72132796780684,1.75675675675676,1.86556359875905,3.44593202883625,2.93641025641026,3.39715536105033,2.65506653019447,3.66633165829146,3.1419624217119,2.57777777777778,3.44467005076142,3.40182186234818,3.37461300309598,3.12647374062165,2.99595141700405,2.83298538622129,2.34314720812183,1.83333333333333,1.92276004119464,2.40603248259861,3.00505561172902,3.19467213114754,3.64954682779456,1.97497497497497,4.59565667011375,1.90717299578059,4.3704092339979,1.76347305389222,1.95564516129032,1.61625514403292,1.48007246376812,1.49557522123894,3.25556680162146,2.2753036437247,1.80604796663191,61.1576846307385,2.67914979757085,1.55888223552894,2.1813627254509,1.60443995963673,3.19161676646707,18,2.46673387096774,4,3.68463073852295
57,Botswana,0.717,9.3,2.11157455683003,2.3195020746888,1.11135857461025,1.56608187134503,1.63192904656319,1.70857814336075,1.3359375,1.22210953346856,1.36730575176589,1.82431052093973,1.88698284561049,1.65727699530516,1.74764397905759,2.28497409326425,2.80844155844156,2.60558252427184,2.80333333333333,2.95867768595041,2.52168815943728,1.63220892274211,2.80049875311721,2.76390605686032,2.87340153452685,2.68010752688172,2.89937888198758,2.79539295392954,2.14335260115607,1.78111111111111,1.9428263214671,2.78730512249443,2.8577449947313,3.2583065380493,3.14882226980728,1.42343268242549,4.84107579462103,1.5264483627204,4.68030690537084,1.65269461077844,1.96057347670251,1.96533613445378,1.25,1.85164835164835,2.76538304808802,1.85452322738386,1.91162227602906,37.8283433133733,1.79777553083923,1.63173652694611,1.80463242698892,1.28043912175649,3.24650698602794,4,1.564632885212,3,4.43912175648703
60,Ethiopia,0.463,2.7,2.25809935205184,2.68008255933953,1.09810874704492,1.52481389578164,1.89048239895698,1.6044142614601,1.21218487394958,1.25,1.35005117707267,1.88241308793456,1.91911021233569,1.65997638724911,1.80866062437059,3.38855421686747,3.52820512820513,3.06374501992032,2.82051282051282,3.22042467138524,2.76137761377614,1.93397231096912,3.239336492891,3.09610705596107,3.08553459119497,2.90188172043011,2.96205630354957,2.81842105263158,2.22352941176471,1.79768786127168,1.96979865771812,2.8718820861678,2.87096774193548,3.45070422535211,3.4070351758794,1.97788944723618,4.9537037037037,1.21428571428571,4.83937823834197,1.719,1.97439544807966,2,1.19603524229075,1.90588235294118,3.02671660424844,2.03121098626717,1.89221556886228,32.429,1.63863863863864,1.57,1.376,1.239,3.26,1,1.52,1,3.636
