CountryID,Country,HDI_2018,Mean_Schooling_2018,Science_Literacy,Know_abt_Sci_Q1,Understand_Sci_Q2,Disease_Sci_Q3,Poetry_Sci_Q4,Science_Education,LearnSci_Prim_Q5A,LearnSci_Sec_Q5B,LearnSci_Uni_Q5C,Sci_try_Inform_Q6,Health_try_knowMore_Q7,Sci_want_knowMore_Q8,Health_want_knowMore_Q9,Conf_NGOs_Q10A,Conf_Hosp_10B,Trust_Ppl_Q11A,Trust_Govt_Q11B,Trust_Scientists_Q11C,Trust_Journos_Q11D,Trust_Doctors_Q11E,Trust_NGOs_Q11F,Trust_Healers_Q11G,Trust_Science_Q12,Trust_Sci_Accuracy_Q13,Trust_UniScientists,Trust_UniScientists_Benefit_Q14A,Trust_UniScientists_Open_Q14B,Trust_CompnyScientists,Trust_CompnyScientists_benef_Q15A,TrustCompnyScientists_Open_Q15B,Scientists_benef_Q16,Scientists_benefYou_Q17,SciTech_improv_Q18,SciTech_Jobs_Q19,Trust_who_Q20,Trust_med_country_Q21,Trust_NursDocs_country_Q22,Vaccn_Knowledge_Heard_Vaccn_Q23,Vaccn_Knowledge_Child_Q24,Vaccn_RiskPercep_Q25,Vaccn_Knowledge_Effktv_Q26,Have_Child_Q27,Accept_Vaccn_4Child_Q28,Religion_D1,SciRelig_disag_Q29,Sci_Relig_choose_Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
1,United States,0.924,13.4,3.37922210849539,3.10204081632653,3.65714285714286,1.98666666666667,1.89289392378991,1.4680412371134,1.86168032786885,1.8120531154239,0.545454545454545,1.61632653061224,1.76703967446592,1.71839671120247,1.81371545547595,1.71779859484778,1.83297180043384,3.33226495726496,2.40752351097179,3.39473684210526,2.67647058823529,3.49437052200614,3.04618689581096,2.67657142857143,3.52978723404255,3.45058448459086,3.03180661577608,3.18353726362625,2.89255189255189,2.70848056537102,2.80263157894737,2.61468926553672,2.43240454076367,1.87604166666667,1.93056994818653,2.63065049614112,2.89036885245902,2.78299776286353,3.53326403326403,2,4.61836734693878,1.86728395061728,4.42798353909465,1.71515768056968,1.96704871060172,1.859357696567,1.61904761904762,2.14221218961625,3.15292242295537,2.18278427205101,1.66386554621849,54.9237029501526,2.53306205493388,1.46083418107833,2.48720573183214,1.56346749226006,3.33977619532045,7,2.41065830721003,4,3.33468972533062
2,Egypt,0.696,7.2,2.58499475341028,2.21112255406797,2.92276004119464,1.93375,1.72942817294282,-19.2062579821201,-18.8308157099698,-29.8226221079692,-61.2701149425287,1.16463414634146,1.29078014184397,1.49224405377456,1.59081632653061,1.62115621156212,1.63340122199593,3.26082578046324,NA,3.37190082644628,2.07432432432432,3.27016129032258,2.80909090909091,2.46023329798515,3.30704225352113,3.35520684736091,2.95427435387674,3.14923291492329,2.699604743083,2.82273603082852,3.00679347826087,2.61904761904762,2.1145584725537,1.59732360097324,1.85368802902056,2.38598901098901,2.94853683148335,3.35165975103734,3.2469262295082,2,4.92346424974824,1.13278855975485,4.85611510791367,1.93112244897959,1.99863760217984,2,1.16797900262467,2.90625,3.15690883191168,2.18660968660969,2.22151088348271,40.202416918429,2.02114803625378,1.48439073514602,1.7361530715005,1.45619335347432,3.13192346424975,3,1.5619335347432,2,3.84793554884189
3,Morocco,0.667,5.5,2.15084388185654,2.020964360587,2.26163391933816,1.86478873239437,1.53769559032717,-3.63562559694365,-10.0819502074689,-15.8478513356562,-13.8695035460993,1.25945945945946,1.47301587301587,1.83551198257081,1.89112050739958,1.57618437900128,1.33406835722161,2.88816503800217,2.17631224764468,2.88623595505618,2.41452991452991,2.73340587595212,2.58994708994709,2.24524076147816,3.26977401129944,3.18561151079137,2.99110320284698,3.04597701149425,2.91333333333333,2.9187725631769,2.98426323319027,2.83788395904437,1.8099173553719,1.55761589403974,1.8411214953271,2.64006024096386,2.71490280777538,2.85012594458438,3.03508771929825,2,4.86415882967607,1.33412042502952,4.58041112454655,1.91836734693878,1.98666666666667,2,1.39039039039039,2.89243027888446,3.01797432238944,2.03281027104137,2.5114854517611,39.7351738241309,1.99181166837257,1.66359918200409,1.38587512794268,1.45398773006135,3.06850715746421,3,1.73092783505155,2,4.61145194274029
4,Lebanon,0.757,8.7,3.08722109533469,2.74444444444444,3.42914979757085,1.96319018404908,1.66560846560847,-11.1632329635499,-0.582828282828283,-31.2124352331606,-37.2022116903633,1.34141414141414,1.37044534412955,1.53048780487805,1.60141987829615,1.58019375672766,1.70485036119711,2.96954314720812,2.01141078838174,2.89923329682366,2.4562306900103,3.18016194331984,2.57097791798107,2.24109014675052,3.23739495798319,3.23267838676318,2.87868480725624,3.04925053533191,2.72103487064117,2.65929203539823,2.78320935175345,2.54148471615721,2.09989594172737,1.64406779661017,1.7854855923159,2.26485922836288,2.88097660223805,3.17341640706127,3.36663233779609,2,4.87348178137652,1.46865364850976,4.58051282051282,1.8978978978979,1.98823529411765,1.99492385786802,1.55106621773288,2.18526315789474,2.94361664917838,1.97901364113326,2.23952738990333,41.8467741935484,2.04334677419355,1.5070564516129,1.92439516129032,1.46975806451613,3.21875,13,1.73864783047427,3,3.40221774193548
5,Saudi Arabia,0.853,9.5,2.93196202531646,2.62842105263158,3.23287671232877,1.9015873015873,1.69060190073918,-9.74546114742193,1.19242902208202,-0.682926829268293,-33.0947712418301,1.44409282700422,1.62039957939012,1.78233438485804,1.82649842271293,1.74715549936789,1.75056689342404,3.10845986984816,NA,3.41549295774648,2.39235668789809,3.16167023554604,3.09791921664627,2.4041514041514,3.38529784537389,3.27040194884287,3.12727272727273,3.20703653585927,3.02627511591963,3.11298482293423,3.14923291492329,3.02647975077882,2.45815450643777,1.90996784565916,1.93121693121693,2.68924731182796,2.61473684210526,NA,3.3134962805526,2,4.74105263157895,1.55755015839493,4.43570669500531,1.80239520958084,1.97007481296758,2,NA,NA,3.22184628237218,2.22556390977444,1.56413043478261,31.1882229232387,1.52063492063492,1.39432176656151,2.38906414300736,1.90956887486856,3.23764458464774,13,2.01380042462845,4,3.23554153522608
6,Jordan,0.735,10.4,2.91185567010309,2.51331967213115,3.29979466119096,1.91437632135307,1.76955161626694,-11.5798969072165,-1.1539245667686,-15.5489989462592,-38.5335051546392,1.36242299794661,1.6345957011259,1.71634121274409,1.83452502553626,1.42417061611374,1.62904911180773,2.84404636459431,2.68784227820372,2.92506811989101,2.39590854392298,3.06160164271047,2.26170468187275,2.31344902386117,3.22757111597374,3.14238042269188,2.73582295988935,2.89561091340451,2.58981233243968,2.60655737704918,2.68261376896149,2.53137516688919,1.95591397849462,1.5796943231441,1.7542194092827,2.48302300109529,2.7280163599182,3.11570247933884,3.16683831101957,2,4.84591836734694,1.36277602523659,4.67407407407407,1.92348993288591,1.99710144927536,2,1.44456289978678,2.85230024213075,2.84992275010081,1.89107763615295,2.39641657334826,40.158002038736,1.98163265306122,1.55759429153925,1.9265306122449,1.70030581039755,3.16207951070336,13,1.50868232890705,3,4.3914373088685
8,Turkey,0.791,8,2.87066974595843,2.63542857142857,3.08209806157355,1.95496535796767,1.6979293544458,-10.2491630798661,-0.418138987043581,-12.9531615925059,-35.4338842975207,1.45862068965517,1.52462772050401,1.92361111111111,1.92832764505119,1.38022813688213,1.72281959378734,3.02893518518519,2.57389162561576,3.15066828675577,2.30926594464501,3.25287356321839,2.2619926199262,2.63082437275986,3.40801001251564,3.25842696629213,2.72393538913363,2.78120805369128,2.63223140495868,2.57875185735513,2.58411843876178,2.56045519203414,2.07159904534606,1.70276774969916,1.80699638118215,2.40605296343001,2.78941311852704,2.92814371257485,3.26612903225806,2,4.71672354948805,1.6518691588785,4.50404624277457,1.82608695652174,1.97202797202797,1.96394230769231,1.4002808988764,2.13919413919414,2.88289308175975,1.91069182389937,2.12453300124533,36.6685456595265,1.79795686719637,1.49830890642616,2.09932279909707,1.79932356257046,3.3021420518602,13,1.792,3,3.59075535512965
9,Pakistan,0.562,5.2,2.20596797671033,2.17912552891396,2.18899858956276,1.6557911908646,1.91573926868045,-0.324604473540644,-10.8900662251656,-4.69512195121951,-4.20391517128874,1.13261163734777,1.25168236877524,1.51256983240223,1.57994579945799,1.49612403100775,1.83510638297872,3.33333333333333,2.58036984352774,3.03134328358209,2.73250388802488,3.18733509234829,2.48527131782946,2.76572958500669,2.90909090909091,2.94011976047904,2.87395659432387,2.89214175654854,2.81067961165049,2.74506578947368,2.76958525345622,2.6896,2.24556213017751,1.82379518072289,1.93072289156627,2.65489566613162,2.44444444444444,3.02465753424658,3.2289156626506,2,4.71370420624152,1.41355463347165,4.55555555555556,1.90398550724638,1.94188376753507,2,1.15127388535032,2.93478260869565,2.88712921065611,1.90648567119155,1.8712715855573,33.7717678100264,1.74240422721268,1.48812664907652,1.5112285336856,1.41952506596306,3.29155672823219,12,1.77984084880637,2,4.0712401055409
10,Indonesia,0.694,8,2.34174311926605,2.37293233082707,2.28464977645306,1.91323529411765,1.31873111782477,-1.75349301397206,1.6893063583815,-1.10144927536232,-9.0434131736527,1.4310595065312,1.45573294629898,1.78602620087336,1.77159590043924,1.59166666666667,1.94894894894895,3.01639344262295,2.97692307692308,2.89032258064516,2.70443349753695,3.1390134529148,2.5781512605042,2.5916149068323,3.1390625,2.96278317152104,2.77938517179023,2.8476821192053,2.69148936170213,2.775,2.8019801980198,2.72329246935201,2.14171974522293,1.90381679389313,1.95555555555556,2.75386996904025,2.81360946745562,3.1889400921659,3.18181818181818,2,4.69106881405564,1.55737704918033,4.10182370820669,1.78034682080925,1.91263940520446,2,1.27518796992481,2.87845303867403,2.84227841217618,1.87112561174551,1.81980519480519,37.878612716763,1.92485549132948,1.59682080924855,1.85094066570188,1.40317919075145,3.36705202312139,11,2.14098837209302,2,3.80202312138728
11,Bangladesh,0.608,5.8,2.51142546245919,2.26702702702703,2.70661157024793,1.8931718061674,1.65988023952096,-3.66849565614998,-10.1383196721311,-12.414235705951,-14.5868673050616,1.18930041152263,1.40020576131687,1.69375,1.79752066115702,1.68295331161781,1.85051546391753,3.19509703779367,3.24425887265136,3.18444444444444,3.00870511425462,3.30949948927477,2.81156316916488,1.9022633744856,3.24750277469478,3.26659292035398,3.03157894736842,3.1625,2.9034749034749,3.001953125,3.09695603156708,2.89185750636132,2.24145299145299,1.88412017167382,1.94675186368477,2.92152466367713,2.74002047082907,3.23173277661795,3.25625,2,4.94268167860798,1.08307692307692,4.92181069958848,1.84352078239609,1.95203488372093,2,1.12440758293839,2.92380952380952,3.12733333333556,2.14777777777778,1.78360655737705,34.8177189409369,1.75050916496945,1.5010183299389,1.60040774719674,1.15580448065173,3.12627291242363,12,1.88163265306122,2,4.26272912423625
12,United Kingdom,0.922,12.9,3.07952182952183,2.79420889348501,3.36033229491173,1.95724713242961,1.89468085106383,-1.58129649309245,1.53312302839117,1.61929460580913,-8.42275574112735,1.40871369294606,1.56476683937824,1.61434511434511,1.67539267015707,1.69222096956032,1.85471898197243,3.42573221757322,2.44805876180483,3.41877637130802,2.38059701492537,3.58609958506224,3.07956989247312,2.05523590333717,3.46953781512605,3.47807933194155,3.24518201284797,3.38888888888889,3.10084925690021,2.89125799573561,2.9979035639413,2.7791932059448,2.45222929936306,1.87459807073955,1.89762931034483,2.37303370786517,2.90446521287643,3.24530271398747,3.58731808731809,2,4.60647181628392,1.83263157894737,4.47373949579832,1.54338842975207,1.95969289827255,1.68677248677249,1.50414593698176,1.94612794612795,3.27496527777708,2.28645833333333,1.64519650655022,47.1332644628099,2.25987525987526,1.51342975206612,2.35,1.45859213250518,3.20661157024793,15,2.281543274244,4,3.22727272727273
13,France,0.901,11.5,3.19927909371782,2.88386433710175,3.51390319258496,1.97420020639835,1.76402116402116,-4.28312412831241,1.86542443064182,0.940329218106996,-16.809968847352,1.5139896373057,1.66390041493776,1.63288521199586,1.68016614745587,1.68246968026461,1.88935281837161,3.25414937759336,2.34457323498419,3.49368421052632,2.33610822060354,3.64226804123711,3.0362473347548,2.14775160599572,3.45923632610939,3.39166666666667,3.11211477151966,3.41744548286604,2.80529100529101,2.56071805702218,2.7315296566077,2.38713080168776,2.3981288981289,1.76260504201681,1.85057471264368,2.19957310565635,2.88156539649846,2.83086680761099,3.61944157187177,2,4.22623966942149,2.68879668049793,3.82279792746114,1.64337101747174,1.95432300163132,1.70330843116329,1.55466237942122,1.57725947521866,3.16694214876033,2.15289256198347,1.84672304439746,47.1952723535457,2.26082474226804,1.53545734840699,2.30792996910402,1.44547325102881,3.28057553956835,17,2.19499478623566,4,3.27852004110997
14,Germany,0.936,14.1,3.12222222222222,2.83809523809524,3.40443505807814,1.96822033898305,1.60176991150442,-3.41852678571429,0.986856516976999,0.772678762006403,-12.9881847475832,1.57944915254237,1.66596194503171,1.49892703862661,1.56567796610169,1.45109489051095,1.69256756756757,3.41031149301826,2.46938775510204,3.45243362831858,2.89030883919063,3.596174282678,2.87568306010929,2.58215962441315,3.48614072494669,3.35120350109409,3.12702366127024,3.31772575250836,2.91219512195122,2.70432692307692,2.67682263329706,2.66547619047619,2.2737556561086,1.88453159041394,1.82885906040268,2.24103139013453,2.53297872340426,3.24061810154525,3.50160427807487,2,4.49046610169492,2.03948772678762,4.36179295624333,1.68004223864836,1.96703296703297,1.69574700109051,1.62919463087248,1.52617079889807,3.13990660919397,2.14978448275862,1.73201856148492,51.3558606124604,2.40889830508475,1.52903907074974,2.2468220338983,1.48619957537155,3.26504751847941,17,2.22903225806452,4,3.38859556494192
15,Netherlands,0.931,12.2,2.94039351851852,2.73933102652826,3.14549653579677,1.959630911188,1.7784222737819,-1.38882375928097,1.36162790697674,1.22517321016166,-7.52546296296296,1.42857142857143,1.62370540851554,1.4573732718894,1.62600690448792,1.51639344262295,1.87137891077636,3.47856315179606,2.62715765247411,3.36194895591647,2.89953810623557,3.68433179723502,2.88760139049826,2.26419466975666,3.40161104718067,3.22491349480969,3.09473684210526,3.27995391705069,2.9088785046729,2.68626309662398,2.79976851851852,2.57375145180023,2.34411085450346,1.71660859465738,1.83275261324042,2.50647820965842,2.81062355658199,3.0794930875576,3.63898500576701,2,4.59628770301624,2.16279069767442,4.02093023255814,1.68584579976985,1.97470489038786,1.54808806488992,1.5492341356674,1.8595041322314,3.11499615975461,2.13709677419355,1.91608391608392,55.1530494821634,2.54775604142693,1.45684695051784,2.3364161849711,1.33988439306358,3.25201380897583,17,2.35498839907193,4,3.82508630609896
16,Belgium,0.916,11.8,3.1807486631016,2.8025613660619,3.55543710021322,1.97856377277599,1.76888888888889,-16.4573643410853,1.73974082073434,0.332974137931034,-53.7407809110629,1.51760939167556,1.61899679829242,1.62788144895719,1.71428571428571,1.62073170731707,1.90371991247265,3.44623655913978,2.4989224137931,3.57158351409978,2.69453376205788,3.72127659574468,2.89988492520138,2.7253829321663,3.60302049622438,3.51413043478261,3.2836919592299,3.38126361655773,3.16629213483146,2.85961968680089,2.95290251916758,2.76751946607342,2.39305103148751,1.8125,1.85290763968073,2.26674364896074,2.88675213675214,3.03347732181425,3.71321961620469,2,4.64171122994652,2.22977346278317,4.3780880773362,1.65425531914894,1.98389694041868,1.59364731653888,1.36327345309381,1.55932203389831,3.31472701149461,2.33728448275862,1.73165137614679,47.6329787234043,2.28510638297872,1.54042553191489,2.34115138592751,1.40255591054313,3.09574468085106,17,2.07486631016043,4,3.5531914893617
17,Spain,0.891,9.8,3.16106014271152,2.77868020304569,3.5442522889115,1.98680203045685,1.69493278179938,-2.70511500171644,1.67882472137791,0.50761421319797,-11.8456790123457,1.596757852077,1.62474645030426,1.79001019367992,1.71023302938197,1.54017857142857,1.90062111801242,3.21079429735234,1.98860103626943,3.68539325842697,2.57010309278351,3.75101214574899,2.85966735966736,1.47907949790795,3.63223140495868,3.63868986693961,3.32594594594595,3.52723535457348,3.1258064516129,2.84623655913978,2.84069886947585,2.83422459893048,2.45066124109868,1.85552115583075,1.93354101765317,2.38607594936709,2.88313008130081,3.07172131147541,3.74645030425964,2,4.6,1.5971515768057,4.4026503567788,1.61943319838057,1.98193760262726,1.75562372188139,1.6830985915493,1.44327731092437,3.36892396469959,2.37270875763747,1.66390899689762,45.5890688259109,2.22289766970618,1.51821862348178,1.99796954314721,1.4751269035533,3.26315789473684,16,2.16649642492339,4,3.31174089068826
